Title,Authors,Abstract
Therapeutic potential of embryonic stem cells,"Lerou PH, Daley GQ.","AB  - Nearly 20 years after murine embryonic stem cells (mESC) were isolated, the first report of the derivation of human embryonic stem cells (hESC) in 1998 spawned the field of hESC research [Evans MJ, Kaufman MH, Establishment in culture of pluripotential cells from mouse embryos. Nature 1981; 292 (5819): 154-6; Thomson JA, Itskovitz-Eldor J, Shapiro SS, et al. Embryonic stem cell lines derived from human blastocysts. Science 1998; 282 (5391): 1145-7.]. Although this field is only in its infancy, hESC represent a theoretically inexhaustible source of precursor cells that could be differentiated into any cell type to treat degenerative, malignant, or genetic diseases, or injury due to inflammation, infection, and trauma. This pluripotent, endlessly dividing cell has been hailed as a possible means for treating diabetes, Parkinson's disease, Alzheimer's, spinal cord injury, heart failure, and bone marrow failure. But the regenerative medicine applications of embryonic stem cells are only one facet of hESC therapeutic potential. Human ESC are an invaluable research tool to study development, both normal and abnormal, and can serve as a platform to develop and test new therapies. In addition to discussing the therapeutic potential of hESC, this chapter will cover limitations to using hESC for replacement cell therapy, strategies to overcome these limitations, and alternative methods of deriving hESC."
Stem cell-based therapy for human diseases,"Hoang DM, Pham PT, Bach TQ, Ngo ATL, Nguyen QT, Phan TTK, Nguyen GH, Le PTT, Hoang VT, Forsyth NR, Heke M, Nguyen LT.","AB  - Recent advancements in stem cell technology open a new door for patients suffering from diseases and disorders that have yet to be treated. Stem cell-based therapy, including human pluripotent stem cells (hPSCs) and multipotent mesenchymal stem cells (MSCs), has recently emerged as a key player in regenerative medicine. hPSCs are defined as self-renewable cell types conferring the ability to differentiate into various cellular phenotypes of the human body, including three germ layers. MSCs are multipotent progenitor cells possessing self-renewal ability (limited in vitro) and differentiation potential into mesenchymal lineages, according to the International Society for Cell and Gene Therapy (ISCT). This review provides an update on recent clinical applications using either hPSCs or MSCs derived from bone marrow (BM), adipose tissue (AT), or the umbilical cord (UC) for the treatment of human diseases, including neurological disorders, pulmonary dysfunctions, metabolic/endocrine-related diseases, reproductive disorders, skin burns, and cardiovascular conditions. Moreover, we discuss our own clinical trial experiences on targeted therapies using MSCs in a clinical setting, and we propose and discuss the MSC tissue origin concept and how MSC origin may contribute to the role of MSCs in downstream applications, with the ultimate objective of facilitating translational research in regenerative medicine into clinical applications. The mechanisms discussed here support the proposed hypothesis that BM-MSCs are potentially good candidates for brain and spinal cord injury treatment, AT-MSCs are potentially good candidates for reproductive disorder treatment and skin regeneration, and UC-MSCs are potentially good candidates for pulmonary disease and acute respiratory distress syndrome treatment."
Cell replacement therapy in neurological disease,"Goldman SA, Windrem MS.","AB  - Diseases of the brain and spinal cord represent especially daunting challenges for cell-based strategies of repair, given the multiplicity of cell types within the adult central nervous system, and the precision with which they must interact in both space and time. Nonetheless, a number of diseases are especially appropriate for cell-based therapy, in particular those in which single phenotypes are lost, and in which the re-establishment of vectorially specific connections is not entirely requisite for therapeutic benefit. We review here a set of potential therapeutic indications that meet these criteria as potentially benefiting from the transplantation of neural stem and progenitor cells. These include: (i) transplantation of phenotypically restricted neuronal progenitor cells into diseases of a single neuronal phenotype, such as Parkinson's disease; (ii) implantation of mixed progenitor pools into diseases characterized by the loss of a limited number of discrete phenotypes, such as spinal cord injury and the motor neuronopathies; (iii) transplantation of glial and nominally oligodendrocytic progenitor cells as a means of treating disorders of myelin; and (iv) transplantation of neural stem cells as a means of treating lysosomal storage disorders and other diseases of enzymatic deficiency. Among the diseases potentially approachable by these strategies, the myelin disorders, including the paediatric leucodystrophies as well as adult traumatic and inflammatory demyelinations, may present the most compelling targets for cell-based neurological therapy."
Umbilical cord blood derived cell expansion: a potential neuroprotective therapy,"Penny TR, Jenkin G, Miller SL, McDonald CA.","AB  - Umbilical cord blood (UCB) is a rich source of beneficial stem and progenitor cells with known angiogenic, neuroregenerative and immune-modulatory properties. Preclinical studies have highlighted the benefit of UCB for a broad range of conditions including haematological conditions, metabolic disorders and neurological conditions, however clinical translation of UCB therapies is lacking. One barrier for clinical translation is inadequate cell numbers in some samples meaning that often a therapeutic dose cannot be achieved. This is particularly important when treating adults or when administering repeat doses of cells. To overcome this, UCB cell expansion is being explored to increase cell numbers. The current focus of UCB cell expansion is CD34+ haematopoietic stem cells (HSCs) for which the main application is treatment of haematological conditions. Currently there are 36 registered clinical trials that are examining the efficacy of expanded UCB cells with 31 of these being for haematological malignancies. Early data from these trials suggest that expanded UCB cells are a safe and feasible treatment option and show greater engraftment potential than unexpanded UCB. Outside of the haematology research space, expanded UCB has been trialled as a therapy in only two preclinical studies, one for spinal cord injury and one for hind limb ischemia. Proteomic analysis of expanded UCB cells in these studies showed that the cells were neuroprotective, anti-inflammatory and angiogenic. These findings are also supported by in vitro studies where expanded UCB CD34+ cells showed increased gene expression of neurotrophic and angiogenic factors compared to unexpanded CD34+ cells. Preclinical evidence demonstrates that unexpanded CD34+ cells are a promising therapy for neurological conditions where they have been shown to improve multiple indices of injury in rodent models of stroke, Parkinson's disease and neonatal hypoxic ischemic brain injury. This review will highlight the current application of expanded UCB derived HSCs in transplant medicine, and also explore the potential use of expanded HSCs as a therapy for neurological conditions. It is proposed that expanded UCB derived CD34+ cells are an appropriate cellular therapy for a range of neurological conditions in children and adults."
Evaluation of clinical experience using cell-based therapies in patients with spinal cord injury: a systematic review,"Harrop JS, Hashimoto R, Norvell D, Raich A, Aarabi B, Grossman RG, Guest JD, Tator CH, Chapman J, Fehlings MG.","AB  - Gene modification of cells prior to their transplantation, especially stem cells, enhances their survival and increases their function in cell therapy. Like the Trojan horse, the gene-modified cell has to gain entrance inside the host's walls and survive and deliver its transgene products. Using cellular, molecular and gene manipulation techniques the transplanted cell can be protected in a hostile environment from immune rejection, inflammation, hypoxia and apoptosis. Genetic engineering to modify cells involves constructing modules of functional gene sequences. They can be simple reporter genes or complex cassettes with gene switches, cell specific promoters and multiple transgenes. We discuss methods to deliver and construct gene cassettes with viral and non-viral delivery, siRNA, and conditional Cre/Lox P. We review the current uses of gene-modified stem cells in cardiovascular disease, diabetes, neurological diseases, (including Parkinson's, Alzheimer's and spinal cord injury repair), bone defects, hemophilia, and cancer."
Genetic modification of stem cells for transplantation,"Phillips MI, Tang YL.","AB  - OBJECT: Using a systematic approach, the authors evaluated the current utilization, safety, and effectiveness of cellular therapies for traumatic spinal cord injuries (SCIs) in humans. METHODS: A systematic search and critical review of the literature published through mid-January 2012 was performed. Articles included in the search were restricted to the English language, studies with at least 10 patients, and those analyzing cellular therapies for traumatic SCI. Citations were evaluated for relevance using a priori criteria, and those that met the inclusion criteria were critically reviewed. Each article was then designated a level of evidence that was developed by the Oxford Centre for Evidence-Based Medicine. RESULTS: The initial literature search identified 651 relevant articles, which decreased to 350 after excluding case reports and reviews. Evaluation of articles at the title/abstract level, and later at the full-text level, limited the final article set to 12 papers. The following cellular therapies employed in humans with SCI are reviewed: bone marrow mesenchymal and hematopoietic stem cells (8 studies), olfactory ensheathing cells (2 studies), Schwann cells (1 study), and fetal neurogenic tissue (1 study). Overall the quality of the literature was very low, with 3 Grade III levels of evidence and 9 Grade IV studies. CONCLUSIONS: Several different cellular-mediated strategies for adult SCI have been reported to be relatively safe with varying degrees of neurological recovery. However, the literature is of low quality and there is a need for improved preclinical studies and prospective, controlled clinical trials."
Mesenchymal Stem Cells: New Alternatives for Nervous System Disorders,"Jiménez-Acosta MA, Hernández LJR, Cristerna MLP, Meraz-Ríos MA.","AB  - Mesenchymal stem cells (MSCs) are self-renewing cells found in almost all postnatal organs and tissues in the perivascular region. These cells have a high capacity for mesodermal differentiation; however, numerous studies have shown that MSCs can also differentiate into cells of endodermal and ectodermal lineages. Due to this multilineage differentiation capacity, these cells could function as restoratives of various cell populations after transplantation. However, not only their differentiation potential makes them ideal candidates for this, but also a series of trophic properties that promote regeneration in the surrounding tissue, such as their migratory capacity, secretory and immunomodulatory actions. This review analyzes several MSC transplantation trials to treat neurological diseases, such as demyelinating injury, spinal cord injury, paraplegia, Parkinson's disease, cochlear injury, and Alzheimer's disease. These cells could facilitate functional recovery in multiple models of neurodegenerative diseases and nervous system injuries by using their trophic capacities, reducing inflammation in the injured area, reducing apoptosis, and enhancing endogenous neurogenesis through the secretion of bioactive factors. Furthermore, since cells derived from patients have demonstrated disease-associated differences in various brain diseases, these cells represent an excellent candidate for the study of these diseases, functioning as a window to the brain."""""
The use of erythropoietin and its derivatives to treat spinal cord injury,"Mofidi A, Bader A, Pavlica S.","AB  - Spinal Cord Injury (SCI) is a complex process which leads to destruction of neuronal tissue and also vascular structure. After SCI many potentially toxic substances are activated and released into the injury site causing secondary degeneration. Erythropoietin (EPO) is a possible therapeutic strategy to treat SCI. Over the last decade attention has been focused on the molecular mechanisms underlying its neuroprotective effects. A major concern expressed by clinicians is that besides its protective effects, EPO also demonstrates hematopoietic activity and increases the risk for thrombosis after the administration of multiple doses of this glycoprotein. Recently, tissue protective functions of EPO have been separated from its hematopoietic actions leading to the development of EPO derivatives and mimetics. Neuroscientists are focusing on recombinant human EPO (rhEPO) and its non-erythropoietic derivatives, investigating their anti-apoptotic potential and anti-inflammatory function as well as their role in restoring vascular integrity. Carbamylated erythropoietin (CEPO) and asialo erythropoietin (AsialoEPO) are structural derivatives of EPO that have no effect on erythrocyte mass whereas they retained its neuroprotective effects. In this review article, we provide a short overview of the animal studies on rhEPO and its derivatives in experimental models of SCI. Both the efficacy and the safety profile of EPO-structural and functional variants are still to be demonstrated in patients. Further clinical studies should reveal whether derivatives and variants of erythropoietin provide any benefits over the use of rhEPO in the treatment of spinal cord injury observed in the experimental studies."
Pluripotent stem cell applications for regenerative medicine,"Angelos MG, Kaufman DS.","AB  - PURPOSE OF REVIEW: In this review, we summarize the current status of clinical trials using therapeutic cells produced from human embryonic stem cells (hESCs) and human induced pluripotent stem cells (hiPSCs). We also discuss combined cell and gene therapy via correction of defined mutations in human pluripotent stem cells and provide commentary on key obstacles facing widescale clinical adoption of pluripotent stem cell-based therapy. RECENT FINDINGS: Initial data suggest that hESC/hiPSC-derived cell products used for retinal repair and spinal cord injury are safe for human use. Early-stage studies for treatment of cardiac injury and diabetes are also in progress. However, there remain key concerns regarding the safety and efficacy of these cells that need to be addressed in additional well designed clinical trials. Advances using the clustered regulatory interspaced short palindromic repeats (CRISPR)/Cas9 gene-editing system offer an improved tool for more rapid and on-target gene correction of genetic diseases. Combined gene and cell therapy using human pluripotent stem cells may provide an additional curative approach for disabling or lethal genetic and degenerative diseases wherein there are currently limited therapeutic opportunities. SUMMARY: Human pluripotent stem cells are emerging as a promising tool to produce cells and tissues suitable for regenerative therapy for a variety of genetic and degenerative diseases."
Mesenchymal stem cells as mediators of neural differentiation,"Hardy SA, Maltman DJ, Przyborski SA.","AB  - Mesenchymal stem cells (MSCs) represent a promising source of material for autologous cell transplantation therapies, in particular, their potential use for the treatment of damaged nervous tissue. Much of the work in this area has focused on the transplantation of MSCs into animal models of neurological disorders, including stroke and spinal cord injury. Although numerous studies have reported significant functional improvements in these systems, the exact mechanism(s) by which MSCs elicit recovery remains largely undefined. While it has been proposed that 'trans'-differentiation and/or cell fusion events underly MSC-mediated neural repair, there is considerable doubt that the low frequency of these phenomena is sufficient to account for the observed levels of recovery. Furthermore, in vitro studies call into question the ability of MSCs to produce authentic neural derivatives. In this review we focus on recent evidence indicating that transplanted MSCs promote endogenous repair of neurologically damaged areas via the release of soluble trophic factors and cytokines. Through the modern analysis of MSC-conditioned media it is becoming possible to gain new insight into the release and interplay of these soluble factors and their neurogenic effects. Ultimately this understanding may lead to the rational design of new therapies for the treatment of neurological and neurodegenerative disorders."
Therapeutic Hypothermia in Spinal Cord Injury: The Status of Its Use and Open Questions,"Wang J, Pearse DD.","AB  - Spinal cord injury (SCI) is a major health problem and is associated with a diversity of neurological symptoms. Pathophysiologically, dysfunction after SCI results from the culmination of tissue damage produced both by the primary insult and a range of secondary injury mechanisms. The application of hypothermia has been demonstrated to be neuroprotective after SCI in both experimental and human studies. The myriad of protective mechanisms of hypothermia include the slowing down of metabolism, decreasing free radical generation, inhibiting excitotoxicity and apoptosis, ameliorating inflammation, preserving the blood spinal cord barrier, inhibiting astrogliosis, promoting angiogenesis, as well as decreasing axonal damage and encouraging neurogenesis. Hypothermia has also been combined with other interventions, such as antioxidants, anesthetics, alkalinization and cell transplantation for additional benefit. Although a large body of work has reported on the effectiveness of hypothermia as a neuroprotective approach after SCI and its application has been translated to the clinic, a number of questions still remain regarding its use, including the identification of hypothermia's therapeutic window, optimal duration and the most appropriate rewarming rate. In addition, it is necessary to investigate the neuroprotective effect of combining therapeutic hypothermia with other treatment strategies for putative synergies, particularly those involving neurorepair."
Deciphering the oligodendrogenic program of neural progenitors: cell intrinsic and extrinsic regulators,"Rivera FJ, Steffenhagen C, Kremer D, Kandasamy M, Sandner B, Couillard-Despres S, Weidner N, Küry P, Aigner L.","AB  - In 2006, we demonstrated that mature somatic cells can be reprogrammed to a pluripotent state by gene transfer, generating induced pluripotent stem (iPS) cells. Since that time, there has been an enormous increase in interest regarding the application of iPS cell technologies to medical science, in particular for regenerative medicine and human disease modeling. In this review article, we outline the current status of applications of iPS technology to cell therapies (particularly for spinal cord injury), as well as neurological disease-specific iPS cell research (particularly for Parkinson's disease and Alzheimer's disease). Finally, future directions of iPS cell research are discussed including a) development of an accurate assay system for disease-associated phenotypes, b) demonstration of causative relationships between genotypes and phenotypes by genome editing, c) application to sporadic and common diseases, and d) application to preemptive medicine."
iPS cell technologies: significance and applications to CNS regeneration and disease,"Okano H, Yamanaka S.","AB  - In the developing and adult CNS, neural stem/progenitor cells (NSPCs) and oligodendroglial progenitor cells (OPCs) follow an oligodendrogenic process with the aim of myelinating axons. This process is to a high degree regulated by an oligodendrogenic program (OPr) composed of intrinsic and extrinsic factors that modulate the different steps required for NSPCs to differentiate into myelinating oligodendrocytes. Even though NSPCs and OPCs are present in the diseased CNS and have the capacity to generate oligodendrocytes, sparse remyelination of axons constitutes a major constraint in therapies toward multiple sclerosis (MS) and spinal cord injury (SCI). Lack of pro-oligodendrogenic factors and presence of anti-oligodendrogenic activities are thought to be the main reasons for this limitation. Thus, molecular and cellular strategies aiming at remyelination and at targeting such pro- and anti-oligodendrogenic mechanisms are currently under investigation. The present review summarizes the current knowledge on the OPr; it implements our own findings on mesenchymal stem cell-derived pro-oligodendroglial factors and on the role of p57/kip2 in oligodendroglial differentiation. Moreover, it describes molecular and cellular approaches for the development of future therapies toward remyelination."
From tendon to nerve: an MSC for all seasons,"Jamnig A, Lepperdinger G.","AB  - The potential of mesenchymal stem cells (MSCs) to regenerate damaged tissue is well documented, as this specialized progenitor cell type exhibits superior cellular properties, and would allow medical as well as ethical limitations to be overcome. By now, MSCs have been successfully introduced in manifold experimental approaches within the newly defined realm of Regenerative Medicine. Advanced methods for in vitro cell expansion, defined induction of distinct differentiation processes, 3-dimensional culture on specific scaffold material, and tissue engineering approaches have been designed, and many clinical trials not only have been launched, but recently could be completed. To date, most of the MSC-based therapeutic approaches have been executed to address bone, cartilage, or heart regeneration; further, prominent studies have shown the efficacy of ex vivo expanded and infused MSCs to countervail graft-versus-host disease. Yet more fields of application emerge in which MSCs unfold beneficial effects, and presently, therapies that effectively ameliorate nonhealing conditions after tendon or spinal cord injury are, courtesy of scientific research, forging ahead to the clinical trial stage."
Mesenchymal stem cells as a source of Schwann cells: their anticipated use in peripheral nerve regeneration,"Wakao S, Matsuse D, Dezawa M.","AB  - Schwann cells form myelin, sustain axons and provide the microenvironment for nerve fibers, thereby playing a key role in the peripheral nervous system (PNS). Schwann cells also provide support for the damaged PNS by producing factors that strongly promote axonal regrowth and contribute to remyelination, which is crucial for the recovery of neural function. These advantages are not confined to the PNS and also apply to the central nervous system. Many diseases, including peripheral nerve injury, neuropathy, multiple sclerosis and spinal cord injury, are targets for Schwann cell therapy. The collection of Schwann cells, however, causes new damage to other peripheral nerve segments. Furthermore, the doubling time of Schwann cells is not very fast, and thus adequate amounts of Schwann cells for clinical use cannot be collected within a reasonable amount of time. Mesenchymal stem cells, which are highly proliferative, are easily accessible from various types of mesenchymal tissues, such as the bone marrow, umbilical cord and fat tissue. Because these cells have the ability to cross oligolineage boundaries between mesodermal to ectodermal lineages, they are capable of differentiating into Schwann cells with step-by-step cytokine stimulation. In this review, we summarize the properties of mesenchymal stem cell-derived Schwann cells, which are comparable to authentic Schwann cells, and discuss future perspectives."
The 'current state of play' in transplantation and restoration research of the CNS,"Eve DJ, Sanberg PR.","AB  - At the Network of European CNS Transplantation and Restoration 2005 meeting, a number of revealing studies were reported that could be divided into two broad, overlapping groups; methods to maximize the efficacy of cell transplants in vitro and their use in vivo. A variety of different forms of stem cells ranging from embryonic stem cells to cells expressing specific genes following lentiviral vector transduction were investigated. Methods to improve the efficacy of transplants included the cotransplantation of other cell lines, exposure of the recipient to an enriched environment and methods to promote differentiation. The majority of the studies, if disease-specific, related to Parkinson's disease, but additional reports on Huntington's disease, Alzheimer's disease and spinal cord injury were also present. A few studies related to different animal models of disease. Overall the future for transplantation and restoration of functional activity in diseased states is very promising."
Therapeutic potential of olfactory ensheathing cells in neurodegenerative diseases,"Chiu SC, Hung HS, Lin SZ, Chiang E, Liu DD.","AB  - The regenerative capacity of the olfactory system has generated interest in potential clinical application of cells from the olfactory epithelium in the treatment of neurodegenerative diseases. Experimental evidence from animal models and clinical studies suggest that transplantation of olfactory ensheathing cells (OEC), specialized glia in the olfactory system, may be therapeutically useful in neurodegenerative diseases such as spinal cord injury and stroke. This review article describes the different experimental approaches in OEC transplantation. We also discuss the possible effects of OEC implantation on the underlying pathophysiology in neurological disease, including neuroplasticity. Our recent study of this particular population of cells has disclosed some of the molecular basis of the regenerative mechanism of OECs. In summary OECs produce several neurotrophic factors such as stromal cell-derived factor 1alpha and brain-derived neurotrophic factor and enhance axonal regeneration to promote neuroplasticity in neurodegenerative diseases."
Preconditioning of MSCs for Acute Neurological Conditions: From Cellular to Functional Impact-A Systematic Review,"Serrenho I, Ferreira SA, Baltazar G.","AB  - This systematic review aims to gather evidence on the mechanisms triggered by diverse preconditioning strategies for mesenchymal stem cells (MSCs) and their impact on their potential to treat ischemic and traumatic injuries affecting the nervous system. The 52 studies included in this review report nine different types of preconditioning, namely, manipulation of oxygen pressure, exposure to chemical substances, lesion mediators or inflammatory factors, usage of ultrasound, magnetic fields or biomechanical forces, and culture in scaffolds or 3D cultures. All these preconditioning strategies were reported to interfere with cellular pathways that influence MSCs' survival and migration, alter MSCs' phenotype, and modulate the secretome and proteome of these cells, among others. The effects on MSCs' phenotype and characteristics influenced MSCs' performance in models of injury, namely by increasing the homing and integration of the cells in the lesioned area and inducing the secretion of growth factors and cytokines. The administration of preconditioned MSCs promoted tissue regeneration, reduced neuroinflammation, and increased angiogenesis and myelinization in rodent models of stroke, traumatic brain injury, and spinal cord injury. These effects were also translated into improved cognitive and motor functions, suggesting an increased therapeutic potential of MSCs after preconditioning. Importantly, none of the studies reported adverse effects or less therapeutic potential with these strategies. Overall, we can conclude that all the preconditioning strategies included in this review can stimulate pathways that relate to the therapeutic effects of MSCs. Thus, it would be interesting to explore whether combining different preconditioning strategies can further boost the reparative effects of MSCs, solving some limitations of MSCs' therapy, namely donor-associated variability."
Pharmacologic and cellular therapies in the treatment of traumatic spinal cord injuries: A systematic review,"Khalid SI, Nunna RS, Maasarani S, Kelly BSR, Sroussi H, Mehta AI, Adogwa O.","AB  - OBJECTIVE: The objective of this review is to synthesize and consolidate the existing literature on the treatment of SCI, focusing on drugs in development and cellular therapeutics, including stem-cell treatments. METHODS: Studies were identified through a systemic search of PubMed, Ovid MEDLINE, Embase and the Cochrane database from their respective inceptions through January 1, 2020. We used the keywords spinal cord injuries"""
"Safety and Clinical Efficacy of Mesenchymal Stem Cell Treatment in Traumatic Spinal Cord Injury, Multiple Sclerosis and Ischemic Stroke - A Systematic Review and Meta-Analysis","Kvistad CE, Kråkenes T, Gjerde C, Mustafa K, Rekand T, Bø L.","AB  - BACKGROUND: Mesenchymal stem cells (MSCs) is an attractive candidate in regenerative research and clinical trials have assessed their therapeutic potential in different neurological conditions with disparate etiologies. In this systematic review, we aimed to assess safety and clinical effect of MSC treatment in traumatic spinal cord injury (TSCI), multiple sclerosis (MS) and ischemic stroke (IS). METHODS: A systematic search was performed 2021-12-10 in MEDLINE, EMBASE, Web of Science and Cochrane where clinical studies assessing MSC treatment in TSCI, MS or IS were included. Studies without control group were excluded for efficacy analysis, but included in the safety analysis. For efficacy, AIS score, EDSS score and mRS were used as clinical endpoints and assessed in a meta-analysis using the random effects model. FINDINGS: Of 5,548 identified records, 54 studies were included. Twenty-six studies assessed MSC treatment in TSCI, 14 in MS and nine in IS, of which seven, seven and five studies were controlled, respectively. There were seven serious adverse events (SAEs), of which four were related to the surgical procedure and included one death due to complications following the implantation of MSCs. Three SAEs were considered directly related to the MSC treatment and all these had a transient course. In TSCI, a meta-analysis showed no difference in conversion from AIS A to C and a trend toward more patients treated with MSCs improving from AIS A to B as compared to controls (p = 0.05). A subgroup analysis performed per protocol, showed more MSC treated patients improving from AIS A to C in studies including patients within 8 weeks after injury (p = 0.04). In MS and IS, there were no significant differences in clinical outcomes between MSC treated patients and controls as measured by EDSS and mRS, respectively. INTERPRETATION: MSC-treatment is safe in patients with TSCI, MS and IS, although surgical implantation of MSC led to one fatal outcome in TSCI. There was no clear clinical benefit of MSC treatment, but this is not necessarily a proof of inefficacy due to the low number of controlled studies. Future studies assessing efficacy of MSC treatment should aim to do this in randomized, controlled studies."
Oncostatin M: Dual Regulator of the Skeletal and Hematopoietic Systems,"Sims NA, Lévesque JP.","AB  - PURPOSE OF THE REVIEW: The bone and hematopoietic tissues coemerge during development and are functionally intertwined throughout mammalian life. Oncostatin M (OSM) is an inflammatory cytokine of the interleukin-6 family produced by osteoblasts, bone marrow macrophages, and neutrophils. OSM acts via two heterodimeric receptors comprising GP130 with either an OSM receptor (OSMR) or a leukemia inhibitory factor receptor (LIFR). OSMR is expressed on osteoblasts, mesenchymal, and endothelial cells and mice deficient for the Osm or Osmr genes have both bone and blood phenotypes illustrating the importance of OSM and OSMR in regulating these two intertwined tissues. RECENT FINDINGS: OSM regulates bone mass through signaling via OSMR, adaptor protein SHC1, and transducer STAT3 to both stimulate osteoclast formation and promote osteoblast commitment; the effect on bone formation is also supported by action through LIFR. OSM produced by macrophages is an important inducer of neurogenic heterotopic ossifications in peri-articular muscles following spinal cord injury. OSM produced by neutrophils in the bone marrow induces hematopoietic stem and progenitor cell proliferation in an indirect manner via OSMR expressed by bone marrow stromal and endothelial cells that form hematopoietic stem cell niches. OSM acts as a brake to therapeutic hematopoietic stem cell mobilization in response to G-CSF and CXCR4 antagonist plerixafor. Excessive OSM production by macrophages in the bone marrow is a key contributor to poor hematopoietic stem cell mobilization (mobilopathy) in people with diabetes. OSM and OSMR may also play important roles in the progression of several cancers. It is increasingly clear that OSM plays unique roles in regulating the maintenance and regeneration of bone, hematopoietic stem and progenitor cells, inflammation, and skeletal muscles. Dysregulated OSM production can lead to bone pathologies, defective muscle repair and formation of heterotopic ossifications in injured muscles, suboptimal mobilization of hematopoietic stem cells, exacerbated inflammatory responses, and anti-tumoral immunity. Ongoing research will establish whether neutralizing antibodies or cytokine traps may be useful to correct pathologies associated with excessive OSM production."
In vivo tracking of stem cells in brain and spinal cord injury,"Sykova E, Jendelova P.","AB  - Cellular magnetic resonance (MR) imaging is a rapidly growing field that aims to visualize and track cells in living organisms. Superparamagnetic iron oxide (SPIO) nanoparticles offer a sufficient signal for T2 weighted MR images. We followed the fate of embryonic stem cells (ESCs) and bone marrow mesenchymal stem cells (MSCs) labeled with iron oxide nanoparticles (Endorem) and human CD34+ cells labeled with magnetic MicroBeads (Miltenyi) in rats with a cortical or spinal cord lesion, models of stroke and spinal cord injury (SCI), respectively. Cells were either grafted intracerebrally, contralaterally to a cortical photochemical lesion, or injected intravenously. During the first post-transplantation week, grafted MSCs or ESCs migrated to the lesion site in the cortex as well as in the spinal cord and were visible in the lesion on MR images as a hypointensive signal, persisting for more than 30 days. In rats with an SCI, we found an increase in functional recovery after the implantation of MSCs or a freshly prepared mononuclear fraction of bone marrow cells (BMCs) or after an injection of granulocyte colony stimulating factor (G-CSF). Morphometric measurements in the center of the lesions showed an increase in white matter volume in cell-treated animals. Prussian blue staining confirmed a large number of iron-positive cells, and the lesions were considerably smaller than in control animals. Additionally, we implanted hydrogels based on poly-hydroxypropylmethacrylamide (HPMA) seeded with nanoparticle-labeled MSCs into hemisected rat spinal cords. Hydrogels seeded with MSCs were visible on MR images as hypointense areas, and subsequent Prussian blue histological staining confirmed positively stained cells within the hydrogels. To obtain better results with cell labeling, new polycation-bound iron oxide superparamagnetic nanoparticles (PC-SPIO) were developed. In comparison with Endorem, PC-SPIO demonstrated a more efficient intracellular uptake into MSCs, with no decrease in cell viability. Our studies demonstrate that magnetic resonance imaging (MRI) of grafted adult as well as ESCs labeled with iron oxide nanoparticles is a useful method for evaluating cellular migration toward a lesion site."
Why do anti-inflammatory signals of bone marrow-derived stromal cells improve neurodegenerative conditions where anti-inflammatory drugs fail?,"de Munter JPJM, Mey J, Strekalova T, Kramer BW, Wolters EC.","AB  - BACKGROUND: Although some previous studies have indicated that extracellular vesicles (EVs) secreted from miRNA-modified mesenchymal stem cells (MSCs) may be more effective as compared with control EVs in the treatment of rats with spinal cord injuries (SCI), the efficacy of this treatment modality remains controversial. OBJECTIVES: The current study comprehensively evaluated the efficacy of different administered doses of EVs, including miRNA-overexpressing MSCs-derived EVs, among SCI rats. The efficacy of EVs' treatment was evaluated in different SCI models to provide evidence for preclinical trials. METHODS: We extensively searched the following databases to identify relevant studies: PubMed, Embase, Scopus, The Cochrane Library, and Web of Science (from inception to July 20, 2022). Two trained investigators independently screened literature, extracted the data, and evaluated literature quality. RESULTS: Thirteen studies were included in this network meta-analysis. The results demonstrated that miRNA-overexpressing MSCs-derived EVs (100 and 200 μg of total protein of EVs) significantly improved hind limb motor function in rats at early stages of SCI (i.e., at 3 days after injury) as compared with EVs (100 and 200 μg of total protein of EVs, respectively). However, in the middle and late stages (14 and 28 days), there were no statistically significant differences between EVs with 200 μg dosages and miRNA-loaded EVs with 100 μg dosages. In the late stages (28 days), there were no statistically significant differences between EVs with 100 μg dosages and miRNA-loaded EVs with 200 μg dosages. We found that miRNA-overexpressing MSCs-derived EVs significantly improved motor function among early-stage SCI rats in a compression and contusion model (3 days) as compared with MSCs-derived EVs and miRNA-overexpressing MSCs-derived EVs likewise significantly improved motor function among SCI rats in a contusion model at middle and late stages (14 and 28 days). CONCLUSION: Our results suggest that miRNA-overexpressing MSCs-derived EVs (200 μg of total protein of EVs) may be the best choice for the effective treatment of SCI, and miRNA-overexpressing MSCs-derived EVs may likewise be the best choice for treating contusions. However, there are some risks of bias in our included studies, and the mechanisms underlying the efficacy of EVs remain unclear.Systematic review registration: https://www.crd.york.ac.uk/prospero/display_record.php?RecordID=282051, identifier: CRD42021282051."
